"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative"
23,"Female","Quebec","High Education","NO","Middle Class",0,0
75,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
35,"Male","British Columbia","Some Education","YES","Middle Class",0,0
52,"Female","Quebec","High Education","YES","Middle Class",0,1
31,"Female","Quebec","High Education","YES","Middle Class",NA,NA
31,"Female","Alberta","Some Education","NO","Middle Class",NA,NA
28,"Female","Quebec","High Education","NO","Middle Class",0,0
27,"Male","Quebec","High Education","YES","Middle Class",NA,NA
26,"Female","Quebec","High Education","YES","Lower Class",0,0
29,"Female","Quebec","High Education","YES","Upper Class",1,0
74,"Male","Quebec","Some Education","YES","Middle Class",1,0
23,"Female","Alberta","Some Education","YES","Lower Class",NA,NA
64,"Male","Alberta","High Education","YES","Middle Class",NA,NA
25,"Female","Quebec","High Education","YES","Lower Class",0,0
60,"Female","Manitoba","Some Education","YES","Middle Class",NA,NA
22,"Female","Quebec","High Education","YES","Lower Class",NA,NA
77,"Male","Alberta","High Education","YES","Middle Class",NA,NA
66,"Male","Alberta","High Education","YES","Upper Class",1,0
66,"Female","Alberta","Some Education","YES","Lower Class",0,1
74,"Female","Alberta","High Education","YES","Middle Class",NA,NA
75,"Female","Quebec","High Education","NO","Middle Class",NA,NA
42,"Female","Alberta","Some Education","NO","Middle Class",NA,NA
20,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
57,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
63,"Female","Quebec","High Education","YES","Upper Class",1,0
43,"Female","Quebec","High Education","YES","Upper Class",NA,NA
59,"Female","Quebec","Some Education","YES","Middle Class",1,0
54,"Female","Alberta","High Education","YES","Middle Class",0,1
24,"Male","British Columbia","High Education","NO","Middle Class",0,0
64,"Male","British Columbia","Some Education","YES","Lower Class",1,0
24,"Female","British Columbia","High Education","YES","Lower Class",NA,NA
25,"Female","Quebec","Some Education","YES","Lower Class",0,0
68,"Female","British Columbia","Some Education","YES","Middle Class",0,1
52,"Female","Alberta","High Education","NO","Upper Class",0,0
45,"Male","Alberta","High Education","NO","Middle Class",NA,NA
72,"Male","Quebec","High Education","YES","Lower Class",0,1
59,"Male","Ontario","Some Education","NO","Middle Class",NA,NA
26,"Male","Quebec","Some Education","YES","Lower Class",NA,NA
72,"Female","British Columbia","Some Education","YES","Lower Class",0,1
61,"Female","Quebec","High Education","YES","Lower Class",0,0
45,"Male","Quebec","High Education","YES","Upper Class",0,0
66,"Female","British Columbia","High Education","YES","Middle Class",1,0
75,"Female","Quebec","Some Education","NO","Middle Class",0,1
31,"Female","New Brunswick","Some Education","YES","Middle Class",0,0
30,"Female","Manitoba","High Education","NO","Middle Class",0,0
51,"Male","British Columbia","High Education","NO","Middle Class",1,0
59,"Male","Quebec","High Education","NO","Upper Class",NA,NA
73,"Female","Alberta","Some Education","NO","Lower Class",0,0
56,"Male","Quebec","High Education","YES","Middle Class",0,1
36,"Female","Alberta","High Education","YES","Middle Class",NA,NA
78,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
41,"Male","Quebec","Some Education","YES","Middle Class",0,0
49,"Female","Ontario","Some Education","NO","Upper Class",1,0
65,"Male","Quebec","Some Education","NO","Middle Class",0,1
34,"Female","Quebec","High Education","NO","Lower Class",1,0
50,"Male","British Columbia","Some Education","YES","Upper Class",0,0
22,"Female","Quebec","High Education","NO","Upper Class",NA,NA
23,"Female","Ontario","High Education","NO","Lower Class",0,0
59,"Male","Quebec","High Education","YES","Upper Class",NA,NA
55,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
21,"Male","Quebec","Some Education","NO","Lower Class",0,0
39,"Male","Quebec","High Education","NO","Middle Class",1,0
50,"Male","Quebec","Some Education","NO","Lower Class",0,0
58,"Female","Quebec","High Education","YES","Upper Class",1,0
57,"Female","British Columbia","Some Education","NO","Lower Class",0,0
45,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
83,"Male","Alberta","Some Education","YES","Lower Class",1,0
70,"Female","New Brunswick","Some Education","YES","Lower Class",NA,NA
75,"Male","Alberta","Some Education","YES","Middle Class",0,1
52,"Female","New Brunswick","Some Education","YES","Lower Class",NA,NA
69,"Male","Quebec","Some Education","YES","Middle Class",0,0
66,"Male","Alberta","High Education","YES","Middle Class",NA,NA
74,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
69,"Male","British Columbia","Some Education","YES","Lower Class",NA,NA
56,"Male","Manitoba","High Education","YES","Middle Class",0,0
73,"Male","Quebec","High Education","YES","Upper Class",0,0
69,"Female","Quebec","Some Education","YES","Upper Class",1,0
60,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
54,"Female","Quebec","High Education","NO","Middle Class",0,0
41,"Female","Quebec","High Education","YES","Middle Class",NA,NA
23,"Male","British Columbia","Some Education","YES","Middle Class",0,0
45,"Female","Quebec","High Education","YES","Upper Class",0,0
52,"Male","Quebec","High Education","NO","Upper Class",1,0
74,"Female","Quebec","High Education","YES","Middle Class",0,1
65,"Male","Quebec","Some Education","YES","Middle Class",1,0
73,"Female","Quebec","Some Education","YES","Lower Class",1,0
34,"Female","Quebec","High Education","YES","Middle Class",0,1
26,"Male","Quebec","High Education","NO","Lower Class",0,0
38,"Male","Alberta","Some Education","NO","Lower Class",NA,NA
53,"Female","Quebec","High Education","NO","Middle Class",1,0
25,"Male","Quebec","High Education","YES","Lower Class",NA,NA
34,"Male","Quebec","Some Education","YES","Lower Class",1,0
74,"Female","Quebec","Some Education","YES","Upper Class",1,0
66,"Male","Quebec","Some Education","YES","Middle Class",0,1
53,"Female","British Columbia","High Education","YES","Upper Class",0,0
73,"Male","Quebec","High Education","NO","Lower Class",0,1
65,"Male","Newfoundland and Labrador","High Education","NO","Lower Class",NA,NA
42,"Female","Newfoundland and Labrador","Some Education","NO","Lower Class",NA,NA
24,"Female","Quebec","High Education","NO","Lower Class",1,0
53,"Male","Alberta","Some Education","YES","Lower Class",0,1
83,"Male","Quebec","Some Education","NO","Middle Class",NA,NA
55,"Female","Quebec","Some Education","NO","Upper Class",NA,NA
41,"Female","Ontario","High Education","NO","Middle Class",0,0
75,"Male","Quebec","High Education","YES","Lower Class",1,0
53,"Female","Alberta","High Education","YES","Middle Class",0,1
29,"Female","Alberta","High Education","NO","Middle Class",0,1
61,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
48,"Female","Alberta","High Education","YES","Middle Class",1,0
25,"Male","Manitoba","Some Education","YES","Middle Class",0,0
53,"Male","Alberta","Some Education","YES","Middle Class",0,0
55,"Male","Quebec","Some Education","NO","Middle Class",0,1
30,"Male","Quebec","High Education","YES","Upper Class",0,0
76,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
18,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
33,"Female","Alberta","Some Education","NO","Middle Class",0,0
67,"Female","British Columbia","High Education","YES","Lower Class",0,0
74,"Female","Alberta","Some Education","YES","Lower Class",0,1
62,"Female","Quebec","High Education","YES","Middle Class",1,0
73,"Male","Quebec","Low Education","YES","Middle Class",NA,NA
51,"Male","Quebec","High Education","NO","Upper Class",0,0
37,"Female","Alberta","Some Education","YES","Upper Class",NA,NA
48,"Female","Quebec","High Education","YES","Upper Class",0,0
67,"Female","British Columbia","High Education","NO","Middle Class",0,0
70,"Male","Quebec","Some Education","YES","Lower Class",0,1
63,"Female","Nova Scotia","High Education","NO","Upper Class",NA,NA
26,"Male","Quebec","Some Education","YES","Middle Class",0,0
45,"Female","Quebec","High Education","YES","Upper Class",1,0
60,"Female","New Brunswick","High Education","NO","Upper Class",1,0
30,"Male","Quebec","High Education","YES","Upper Class",NA,NA
55,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
30,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
61,"Male","Quebec","High Education","YES","Lower Class",0,0
51,"Female","New Brunswick","Some Education","YES","Middle Class",0,0
63,"Female","British Columbia","Some Education","NO","Upper Class",0,0
64,"Male","Quebec","Some Education","YES","Lower Class",NA,NA
68,"Male","Alberta","Some Education","YES","Lower Class",NA,NA
57,"Female","Quebec","Some Education","YES","Middle Class",0,1
62,"Male","Quebec","Some Education","YES","Middle Class",0,1
35,"Male","Quebec","High Education","YES","Middle Class",NA,NA
39,"Female","Manitoba","High Education","YES","Middle Class",1,0
38,"Male","British Columbia","High Education","YES","Middle Class",1,0
37,"Female","British Columbia","Some Education","NO","Middle Class",0,0
53,"Male","Quebec","High Education","YES","Lower Class",0,0
58,"Female","Quebec","High Education","YES","Lower Class",0,0
36,"Female","Alberta","High Education","YES","Lower Class",NA,NA
45,"Male","British Columbia","High Education","NO","Middle Class",0,0
56,"Female","Quebec","High Education","YES","Middle Class",0,1
53,"Male","Quebec","High Education","YES","Middle Class",0,1
41,"Female","Quebec","High Education","YES","Upper Class",0,0
69,"Male","British Columbia","Some Education","YES","Middle Class",0,1
80,"Female","Ontario","Some Education","YES","Lower Class",0,0
47,"Female","British Columbia","High Education","YES","Upper Class",1,0
21,"Male","Quebec","Some Education","NO","Lower Class",NA,NA
35,"Male","Quebec","High Education","YES","Upper Class",0,0
63,"Female","Quebec","High Education","YES","Upper Class",0,1
53,"Female","Quebec","Some Education","NO","Upper Class",0,1
45,"Male","Quebec","High Education","NO","Middle Class",1,0
44,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
49,"Female","Quebec","High Education","NO","Middle Class",0,0
70,"Male","Quebec","Some Education","YES","Lower Class",0,1
54,"Male","Alberta","High Education","NO","Upper Class",1,0
41,"Male","Quebec","High Education","YES","Lower Class",0,0
20,"Male","Quebec","Some Education","YES","Upper Class",0,1
71,"Male","Alberta","High Education","YES","Middle Class",0,0
73,"Female","Manitoba","Some Education","YES","Middle Class",0,1
61,"Female","Quebec","High Education","YES","Upper Class",1,0
53,"Male","British Columbia","Some Education","NO","Upper Class",NA,NA
51,"Female","Quebec","Some Education","NO","Upper Class",0,0
26,"Female","Manitoba","Some Education","NO","Middle Class",NA,NA
41,"Male","Quebec","Some Education","NO","Middle Class",0,0
56,"Female","Quebec","High Education","NO","Middle Class",0,0
30,"Male","Quebec","High Education","NO","Middle Class",NA,NA
22,"Female","Quebec","High Education","YES","Middle Class",NA,NA
22,"Male","Quebec","Some Education","NO","Lower Class",0,0
58,"Male","Quebec","Some Education","NO","Lower Class",0,1
66,"Male","Quebec","High Education","YES","Upper Class",NA,NA
50,"Female","British Columbia","Some Education","NO","Lower Class",0,0
36,"Female","Quebec","High Education","YES","Middle Class",1,0
79,"Female","Quebec","Some Education","YES","Lower Class",0,0
73,"Female","British Columbia","Some Education","YES","Middle Class",0,0
23,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
55,"Female","British Columbia","High Education","NO","Middle Class",NA,NA
34,"Male","Quebec","High Education","YES","Upper Class",0,1
72,"Male","Ontario","Some Education","NO","Middle Class",NA,NA
68,"Male","Quebec","Some Education","NO","Upper Class",0,0
27,"Female","Quebec","High Education","YES","Upper Class",1,0
31,"Male","Alberta","High Education","YES","Middle Class",0,1
26,"Female","Alberta","High Education","YES","Middle Class",0,1
57,"Female","Quebec","Some Education","YES","Lower Class",0,0
31,"Female","Quebec","High Education","NO","Upper Class",NA,NA
37,"Female","Quebec","Some Education","NO","Lower Class",0,0
68,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
30,"Male","Quebec","High Education","NO","Upper Class",NA,NA
65,"Male","Alberta","Some Education","NO","Lower Class",0,0
67,"Male","Alberta","Some Education","YES","Lower Class",1,0
53,"Male","Alberta","Some Education","NO","Lower Class",0,1
42,"Male","Quebec","High Education","YES","Lower Class",NA,NA
20,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
30,"Male","British Columbia","High Education","YES","Middle Class",0,1
63,"Female","Quebec","High Education","NO","Lower Class",0,0
46,"Female","British Columbia","High Education","YES","Middle Class",0,0
54,"Female","Alberta","Some Education","NO","Lower Class",0,1
53,"Female","Alberta","High Education","NO","Middle Class",NA,NA
69,"Female","Alberta","Some Education","YES","Middle Class",0,0
36,"Female","Quebec","High Education","YES","Middle Class",0,1
62,"Female","Quebec","Some Education","YES","Middle Class",0,1
76,"Female","Ontario","High Education","NO","Middle Class",NA,NA
63,"Female","Quebec","Some Education","YES","Upper Class",1,0
42,"Female","British Columbia","High Education","NO","Lower Class",0,0
74,"Female","Quebec","High Education","YES","Upper Class",NA,NA
62,"Male","Newfoundland and Labrador","Some Education","YES","Lower Class",NA,NA
66,"Male","British Columbia","High Education","YES","Upper Class",1,0
70,"Female","Quebec","Some Education","YES","Lower Class",0,0
49,"Female","British Columbia","High Education","NO","Middle Class",NA,NA
37,"Male","British Columbia","High Education","YES","Middle Class",0,1
68,"Male","Quebec","High Education","YES","Middle Class",1,0
37,"Male","Quebec","Some Education","YES","Lower Class",NA,NA
27,"Male","Manitoba","Some Education","YES","Upper Class",0,0
64,"Female","Quebec","High Education","YES","Middle Class",1,0
77,"Male","Quebec","High Education","YES","Upper Class",NA,NA
66,"Male","Newfoundland and Labrador","Some Education","YES","Middle Class",NA,NA
29,"Male","Alberta","High Education","YES","Lower Class",NA,NA
57,"Male","Quebec","Some Education","YES","Lower Class",0,1
51,"Female","Quebec","Some Education","YES","Lower Class",1,0
44,"Female","British Columbia","High Education","NO","Middle Class",1,0
33,"Female","Quebec","Some Education","YES","Lower Class",0,0
75,"Female","Quebec","Some Education","YES","Middle Class",0,1
79,"Female","Manitoba","Some Education","YES","Lower Class",NA,NA
40,"Female","Quebec","Some Education","YES","Middle Class",0,1
64,"Male","Manitoba","Some Education","YES","Middle Class",NA,NA
19,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
57,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
65,"Male","British Columbia","Some Education","YES","Middle Class",0,0
40,"Female","Ontario","High Education","YES","Middle Class",0,1
73,"Female","Quebec","Some Education","YES","Lower Class",0,0
72,"Female","Saskatchewan","High Education","YES","Upper Class",NA,NA
76,"Male","Quebec","High Education","YES","Upper Class",NA,NA
57,"Male","Quebec","Some Education","NO","Lower Class",0,1
32,"Female","Quebec","High Education","NO","Lower Class",1,0
39,"Female","Quebec","Some Education","NO","Lower Class",1,0
54,"Male","Quebec","Some Education","YES","Upper Class",NA,NA
49,"Male","Ontario","High Education","YES","Upper Class",NA,NA
69,"Male","Quebec","Some Education","YES","Middle Class",0,0
69,"Male","Quebec","Some Education","YES","Middle Class",0,1
42,"Female","Quebec","High Education","NO","Lower Class",1,0
65,"Male","New Brunswick","Some Education","YES","Upper Class",NA,NA
66,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
71,"Male","Quebec","Some Education","YES","Lower Class",NA,NA
54,"Female","Alberta","High Education","NO","Upper Class",1,0
26,"Male","Newfoundland and Labrador","High Education","NO","Middle Class",1,0
31,"Female","Quebec","Some Education","YES","Middle Class",1,0
67,"Male","New Brunswick","Some Education","YES","Middle Class",0,1
76,"Female","Quebec","Some Education","YES","Middle Class",NA,NA
50,"Female","Quebec","Some Education","YES","Middle Class",0,0
90,"Female","Quebec","Some Education","YES","Upper Class",0,0
34,"Male","Manitoba","High Education","YES","Middle Class",0,0
32,"Female","Quebec","High Education","YES","Middle Class",NA,NA
55,"Male","Alberta","Some Education","NO","Upper Class",NA,NA
21,"Male","Quebec","Some Education","YES","Middle Class",0,0
24,"Male","New Brunswick","High Education","NO","Middle Class",NA,NA
74,"Male","Quebec","Some Education","YES","Lower Class",NA,NA
36,"Male","British Columbia","Some Education","YES","Middle Class",0,1
42,"Male","British Columbia","Some Education","YES","Middle Class",1,0
61,"Female","Quebec","High Education","YES","Upper Class",0,1
19,"Female","British Columbia","Some Education","NO","Lower Class",0,0
39,"Female","Quebec","High Education","YES","Upper Class",1,0
21,"Male","British Columbia","Some Education","NO","Middle Class",0,0
78,"Female","Quebec","High Education","YES","Lower Class",NA,NA
46,"Female","Alberta","Some Education","YES","Upper Class",NA,NA
32,"Male","British Columbia","High Education","NO","Middle Class",0,0
25,"Male","Quebec","High Education","YES","Lower Class",0,0
65,"Male","Alberta","Some Education","NO","Upper Class",0,0
23,"Female","Quebec","High Education","YES","Middle Class",0,1
67,"Female","Quebec","Some Education","YES","Middle Class",0,0
73,"Male","Quebec","Some Education","YES","Middle Class",0,1
71,"Female","British Columbia","Some Education","YES","Middle Class",0,0
59,"Female","Alberta","High Education","NO","Upper Class",NA,NA
74,"Female","British Columbia","Some Education","YES","Middle Class",1,0
32,"Male","Quebec","High Education","NO","Lower Class",NA,NA
18,"Female","Quebec","Some Education","YES","Middle Class",0,0
41,"Male","Quebec","Some Education","YES","Lower Class",0,0
62,"Female","Quebec","Some Education","YES","Lower Class",NA,NA
74,"Female","Quebec","Some Education","YES","Middle Class",0,0
26,"Male","Quebec","High Education","YES","Middle Class",NA,NA
50,"Female","Manitoba","Some Education","YES","Upper Class",NA,NA
77,"Female","Manitoba","High Education","YES","Lower Class",1,0
55,"Male","Quebec","Some Education","NO","Middle Class",0,0
74,"Female","Quebec","High Education","YES","Lower Class",0,0
59,"Male","British Columbia","Some Education","YES","Middle Class",0,1
66,"Female","British Columbia","High Education","YES","Lower Class",0,1
66,"Female","British Columbia","High Education","YES","Middle Class",NA,NA
29,"Female","Quebec","High Education","YES","Lower Class",0,0
19,"Female","Alberta","Some Education","NO","Lower Class",0,1
67,"Female","Alberta","High Education","NO","Upper Class",1,0
36,"Male","Quebec","High Education","YES","Middle Class",0,1
28,"Female","Alberta","High Education","YES","Lower Class",NA,NA
54,"Male","Quebec","Some Education","NO","Middle Class",0,1
28,"Female","Alberta","High Education","YES","Middle Class",1,0
73,"Male","Quebec","High Education","YES","Upper Class",0,0
56,"Male","Quebec","Some Education","YES","Middle Class",NA,NA
74,"Female","Quebec","High Education","YES","Upper Class",NA,NA
76,"Male","Alberta","High Education","YES","Middle Class",0,0
57,"Female","British Columbia","High Education","YES","Upper Class",0,1
35,"Female","Alberta","Some Education","YES","Middle Class",0,1
52,"Female","Quebec","Some Education","YES","Upper Class",0,0
64,"Female","Manitoba","Some Education","YES","Middle Class",1,0
62,"Male","Quebec","Some Education","YES","Upper Class",0,1
74,"Female","British Columbia","High Education","NO","Lower Class",1,0
35,"Male","British Columbia","High Education","YES","Middle Class",1,0
18,"Female","Quebec","Some Education","NO","Middle Class",NA,NA
59,"Female","Quebec","Some Education","NO","Lower Class",0,1
44,"Male","Quebec","High Education","YES","Lower Class",0,0
34,"Female","Quebec","High Education","YES","Middle Class",NA,NA
51,"Male","Quebec","High Education","YES","Upper Class",NA,NA
63,"Male","Quebec","Some Education","NO","Lower Class",NA,NA
42,"Male","Quebec","High Education","NO","Upper Class",NA,NA
27,"Female","Alberta","High Education","YES","Lower Class",0,0
51,"Female","Quebec","Some Education","YES","Upper Class",NA,NA
26,"Male","British Columbia","High Education","NO","Middle Class",0,0
75,"Female","Saskatchewan","Some Education","YES","Lower Class",1,0
53,"Male","Quebec","Some Education","NO","Middle Class",0,1
34,"Male","Quebec","High Education","YES","Middle Class",1,0
52,"Female","Alberta","Some Education","NO","Middle Class",NA,NA
62,"Female","Alberta","Some Education","NO","Lower Class",0,0
30,"Male","Quebec","High Education","YES","Upper Class",NA,NA
39,"Male","Ontario","Some Education","YES","Middle Class",0,1
56,"Female","Quebec","Some Education","YES","Middle Class",0,0
28,"Female","Quebec","High Education","YES","Lower Class",0,0
57,"Female","Alberta","Some Education","NO","Middle Class",1,0
77,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
19,"Female","Manitoba","Some Education","YES","Lower Class",NA,NA
56,"Female","Alberta","High Education","YES","Middle Class",1,0
43,"Male","Alberta","High Education","YES","Middle Class",0,0
79,"Male","Quebec","Some Education","YES","Lower Class",0,0
41,"Male","Quebec","High Education","YES","Upper Class",1,0
65,"Male","Alberta","Some Education","YES","Lower Class",0,1
72,"Male","Quebec","High Education","YES","Lower Class",NA,NA
20,"Female","Manitoba","Some Education","YES","Lower Class",0,0
31,"Female","Quebec","Some Education","NO","Lower Class",NA,NA
42,"Female","Newfoundland and Labrador","Low Education","YES","Lower Class",1,0
23,"Female","Quebec","High Education","YES","Lower Class",0,0
51,"Female","British Columbia","High Education","YES","Middle Class",1,0
69,"Female","Alberta","Some Education","NO","Lower Class",NA,NA
63,"Male","Quebec","Some Education","NO","Middle Class",0,1
18,"Male","Quebec","Some Education","NO","Middle Class",NA,NA
24,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
70,"Male","Alberta","Some Education","YES","Middle Class",1,0
73,"Male","Alberta","Some Education","YES","Lower Class",NA,NA
60,"Male","Quebec","Some Education","YES","Lower Class",NA,NA
21,"Female","New Brunswick","Some Education","YES","Middle Class",0,0
71,"Male","Quebec","Some Education","YES","Lower Class",0,0
51,"Female","Quebec","Some Education","NO","Upper Class",NA,NA
71,"Male","British Columbia","Some Education","YES","Middle Class",0,0
52,"Female","Alberta","Some Education","YES","Middle Class",0,1
48,"Female","Alberta","Some Education","YES","Lower Class",NA,NA
32,"Female","Ontario","High Education","NO","Lower Class",1,0
